기능,행,구분,code,type,severity,source_system,instance,index,대상,component,조건/내용,message,영향,권장 조치,근거,현재 구현 여부,감지 방식 설명
MRF,정의,알람,A-QOS-020,resource_leak,minor,,,,,sessions,고아 세션 누적/강제 회수 지속,Orphan sessions accumulating: {count} force-reclaimed in {window},제어 정합 이상 신호 — 자원 서서히 잠식,제어 주체 장애/유실 이벤트 여부 확인,vIBCF F5005,,
,감지,알람,A-QOS-020,resource_leak,minor,MED_SVR_01,CMP,1,,sessions,고아 세션 sweeper 회수 지속 — CSP↔CMP 세션 정합 이상,,,,,후보,"relay 회수 카운터 기성(_leakReclaimTotal/Hold/Orphan 증가 :2013-2014, STATS :614-617·:689, reason=hold_timeout|orphan_no_rtp :2003) — 최근 창 N건 이상 전이만 추가(누적값이라 스냅샷 보관 필요). 그룹 회수(:2048-2070)는 카운터 전무 — flow GROUP_TIMEOUT(:2055-2056)+PTT_GROUP_ABORTED 이벤트(:2072-2077)뿐이라 STATS 관측 불가(보강 필요). 절체·CSP 이상의 CMP 측 유일 신호"
,감지,알람,A-QOS-020,resource_leak,minor,MED_SVR_01,CMP,1,,ptt_groups,멤버 잔존 PTT 그룹 영구 미회수 — floor/멤버 유닛 서서히 고갈,,,,,후보,그룹 회수 조건이 memberCount==0 && idle(:2037-2043) — CSP crash/PTT_LEAVE 유실 시 멤버 남은 그룹은 무활동이어도 절대 회수 안 됨(relay 의 orphan_no_rtp/hold_timeout :1986-1994 대응물 부재) → QOS-002 로만 뒤늦게 발현. 무활동 _sessionTimeout 초과 그룹 수 ≥N 지속 전이
,감지,알람,A-QOS-020,resource_leak,minor,MED_SVR_01,CMDP,1,,connections/idle,MSRP 연결 누수·유휴 적체 — 회수 경로 자체 부재,,,,,후보,"timeoutLoop 는 _sessions 만 순회·_connections 는 회수 없음(PCmdpServer.cpp:860-899), 첫 SEND 전 미바인딩 연결 영구 생존(:652-676 이전), send 오류 시 markClosed 미호출(PMsrpConnection.cpp:84-86 — 다음 RDHUP 의존), 파서 버퍼 연결당 64MB 까지 성장(PMsrpParser.cpp:117). (connections − 바인딩 세션 수) ≥ 임계 T초 지속 전이 — 연결 포화 행의 선행 지표"
,감지,알람,A-QOS-020,resource_leak,major,MED_SVR_01,CMDP,1,,sessions/orphan,MSRP 세션 setup 전면 실패 — orphan 회수만 지속(런타임 도달 불가),,,,,후보,"창(5분) 내 orphan 회수 ≥N 이고 같은 창 바인딩 성공 0 전이(reason=orphan :874-876, _statOrphanReclaim :882 vs 바인딩 성공 :671-675). 광고 IP 오류·방화벽/NAT 등 런타임 원인 커버(config 행의 기동 1회 판정 보완). 선행: _statOrphanReclaim 을 reason(orphan/idle)별 분리"
,감지,알람,A-QOS-020,resource_leak,minor,MED_SVR_01,CMDP,1,,sessions/idle,세션 idle 회수 지속 — CSP REMOVE 누락(제어 연계 부분 장애),,,,,후보,reason=idle 회수(PCmdpServer.cpp:877-879) 창 내 ≥N 전이 — HEARTBEAT 는 오는데 REMOVE/이벤트 ack 만 안 되는 CSP 부분 장애를 무수신 행과 독립적으로 노출
MRF,정의,알람,A-PRC-016,state_out_of_sync,major,,,,CSP,sessions/sync,제어 주체(CSP)와 세션 집합 불일치 지속(재조정 불능),"Session set out of sync with controller (CSP): {orphans} orphans, reconcile failing",orphan 누적·포트 잠식·호 이력 왜곡,재조정(reconcile) 실패 원인 확인,vIBCF F5006,,
,감지,알람,A-PRC-016,state_out_of_sync,minor,SIG_SVR_01,CSP,1,CMP_01,cmp/<ep>/sessions,CSP↔CMP 세션집합 지속 불일치/재조정 불능 — orphan 세션 누적(포트 잠식),,,,,후보,"샤드 digest 대조 기성(CmpClient.cpp:1041-1060 — 정합 continue / 불일치 ReconcileShard), SESSION_LIST fetch 실패 시 샤드 skip(:1069-1072 — 회수 영구 불가). 동일 샤드 N cycle(3s) 연속 mismatch 또는 fetch 연속 실패 open / 정합 복귀 close. active 역할일 때만 발화(m_bAuditActiveRole — standby 는 관측만 :1044-1054). CMP 측 resource_leak(고아 회수)와 상보·endpoint 포화의 근본 원인 관측"
MRF,정의,알람,A-QOS-021,threshold_crossed,minor~major(단계),,,,,media/no_flow,활성 세션 중 미디어 무흐름 비율 임계,"No-media sessions at {observed}% of active sessions (MAJ:{maj}, MIN:{min})",NAT/방화벽/경로 문제로 무음 호 확산,미디어 경로·latch 상태 확인,vIBCF F5008·A0078,,
MRF,정의,알람,A-QOS-022,threshold_crossed,minor~major(단계),,,,,media/quality,미디어 품질(패킷 손실/지터) 임계,"Media quality degraded: {metric} is {observed}{unit} (MAJ:{maj}, MIN:{min})",체감 품질 저하 확산,전송망/부하 상태 확인,RFC 3550(RTCP) / vIBCF A0079,,
MRF,정의,알람,A-PRC-017,storage_failure,critical,,,,,record,녹취 저장 실패 지속,Recording write failures persist on {path} ({errno}),법적 보존 의무 유실,녹취 볼륨/마운트/권한 확인·유실 구간 산정,X.733,,
,감지,알람,A-PRC-017,storage_failure,critical,MED_SVR_01,CMP,1,,record,녹취 파일 쓰기/개설 실패 — 녹취 유실,,,,,후보,"트랙 fopen 실패 로그만·fp=NULL 지속(PSyncRtpRecorder.cpp:167-181) → writePacket 이 조용히 return(:241 — 트랙 전량 유실·카운터 없음), fwrite 3회(:249-251)·세그먼트 메타/인덱스(:405-419)·fclose(:220·:411·:418) 전부 미검사 silent. 녹취 루트 system(mkdir -p) 반환 미검사(:1738-1741)는 params 병합. self_reporting §9 명시 후보 — fmMonitorLoop 집계 훅"
,감지,알람,A-PRC-017,storage_failure,major,MED_SVR_01,CMP,1,,record/index,녹취 인덱스 read 실패 → seq 리셋 — 기존 세그먼트 무통보 덮어쓰기,,,,,후보,"_lastIndexedSeq 가 fopen 실패 시 return 0(PSyncRtpRecorder.cpp:142-158, 호출 :117) — NFS 일시 장애/권한 문제 시 seg_0001 부터 말없이 덮어씀. 읽기 실패와 파일 부재 구분 신설 — 쓰기 실패 행과 별개의 데이터 파괴 경로"
MRF,정의,알람,A-PRC-002,storage_failure,major,,,,,fd_store,메시지 미디어(FD/파일) 스토어 저장·접근 실패,"FD/file store write or access failure ({path}, {errno})",MCData 수신분 유실,스토어 볼륨/마운트 확인,TS 23.282,,
,감지,알람,A-PRC-002,storage_failure,major,MED_SVR_01,CMDP,1,,fd_store,FD 스토어 저장 실패 — 수신 SDS/FD 유실,,,,,구현,MSRP 수신 완료 시 Store() 실패/성공 전이(PCmdpServer.cpp:740-750). 한계 3건: ①트래픽 구동 판정 — 무트래픽 구간 미탐·알람 stale ②write/flush 결과 미검사(PFdStore.cpp:71-83 — .msrp 는 open 실패도 무시 :81-82)로 ENOSPC 시 meta 만 성공해 Store true → close 오발화(알람이 잘못 닫힘) ③params 미탑재 — errno/path 오버로드(FmReporter.cpp:122) 기성인데 미사용. 접근 불가 probe 행(같은 활성키 공유)과 결함 수정으로 보강
,감지,알람,A-PRC-002,storage_failure,major,MED_SVR_01,CMDP,1,,fd_store,FD 스토어 접근 불가(마운트 상실·읽기 실패·미설정 기동),,,,,후보,무트래픽에도 판정하도록 timeoutLoop 에 스토어 probe(stat+write test) 신설. 읽기(LoadRaw) 실패는 현재 세션당 NOT_FOUND 뿐(PCmdpServer.cpp:391-396). store on/off INFO 는 :129-131 — 실제 off 조건은 McDataFd.Dir·ServiceLogging.Dir 둘 다 미설정일 때(:1017-1018 폴백). 저장 실패 행과 같은 활성키를 의도적으로 공유(상보 감지 — probe 가 close 정본)
,감지,알람,A-PRC-002,storage_failure,major,SUB_SVR_01,CSC,1,,fd_store,MCData FD 스토어 접근 불가/GC 부재 — CSC 측 probe,,,,,후보(선행 필요),"init 의 os.makedirs 1회뿐(mcdata_fd.py:29-44) — NAS 마운트 상실 관측 지점 전무, statvfs 0·retention/GC 0({FdDir}/YYYY/MM/DD/*.bin + index/*.json 무한 증가). CMDP fd_store/fd_store·disk 행과 같은 NAS — 중복 발화 방지 위해 발화 소유 모듈 1택 결정 필요"
MRF,정의,알람,A-COM-013,delivery_failed,major,,,,,floor_tx,floor/SRTCP 송신 실패 지속(키/암호화 오류),"Floor/SRTCP transmit failures persist (group {gid}, {reason})",암호화 그룹의 floor 제어 전면 불능,키 자재/암호화 컨텍스트 확인,TS 24.380,,
,감지,알람,A-COM-013,delivery_failed,major,MED_SVR_01,CMP,1,,floor_tx/<gid>,floor SRTCP protect 실패 지속 — 암호화 그룹의 floor 제어 전면 불능,,,,,후보,"broadcast(:1861-1866)·멤버별(:1884-1886)·sendToMember(:1928-1931, PMcpttGroup.cpp) 전부 LOG_ERROR 후 그 전송만 포기·카운터 없음. 키/컨텍스트 오류 시 GRANT/TAKEN/IDLE/REVOKE 전량 미발신 = 그룹 floor 사망(미디어 relay 는 지속). 그룹 단위 실패율 전이"
MRF,정의,알람,A-PRC-018,worker_unavailable,critical,,,,,worker/<name>,미디어 리액터/제어 루프/타이머 실행 단위 정지,Worker {name} stalled: no heartbeat for {secs}s — relay/control loop stopped,포트는 살아있는데 무중계·무제어(외부 무증상),해당 실행 단위 재기동(프로세스 재기동),X.733,,
,감지,알람,A-PRC-018,worker_unavailable,critical,SIG_SVR_01,CSP,1,,worker/<name>,상시 워커 스레드 사망/정지 — 해당 기능 무통보 영구 정지,,,,,후보(선행 필요),상시 스레드 10개(GroupCallService MonitorLoop :1073-1101 — 죽으면 그룹 재적재·정합·CMP 동기 정지 / SipMessageLogger WriterLoop :726-746 / CmpClient Recv·EventDispatch·KeepAlive :170-183 / CmdpClient :95-105 / DbManager :114 / CscInterface :47) 전부 생존 확인 수단 없음 — 예외 보호는 RunAuditCycle 1곳뿐(CmpClient.cpp:1369-1373). 스레드별 atomic lastTick + 메인 1s stale 판정 신설. 스레드마다 개별 발화. STATS 는 CscInterface 스레드만 살면 응답하므로 L3 도 못 잡는 사각
,감지,알람,A-PRC-018,worker_unavailable,critical,MED_SVR_01,CMP,1,,worker/rtp,RTP 리액터 스레드 미기동/사망 — 해당 워커 소켓 전면 무중계,,,,,후보,"epoll 생성 실패 시 스레드 즉시 종료(PCmpServer.cpp:47-51, :1771-1774), epoll_wait 오류 시 break(:1781). 포트는 bind 돼 있어 L1/L3 모두 미검출 — 워커 alive 플래그 신설로 전이. 개별 소켓 epoll_ctl 실패는 epoll 행이 커버(이 행의 사각)"
,감지,알람,A-PRC-018,worker_unavailable,critical,MED_SVR_01,CMP,1,,worker/ctrl,제어 UDP 루프 스레드 사망 — CSP 제어 명령 전면 불능(포트는 bind 잔존),,,,,후보,"detach + alive 플래그 없음(:117-119), runControlLoop 은 recvfrom<0 을 무시하고 루프(:214-229). 사망 시 :9000 bind 는 남아 있어 CMP 자신은 모름(L3 PRC-004 는 무응답으로 잡음) — alive 하트비트 플래그 신설"
,감지,알람,A-PRC-018,worker_unavailable,critical,MED_SVR_01,CMDP,1,,worker/msrp,MSRP 리스너/리액터 사망 — MSRP 수신 전면 불가(제어채널은 정상 응답),,,,,후보,"epoll 등록 실패에도 startServer true(PCmdpServer.cpp:109-115), epoll_create1 실패 시(:47-50) 리스너 등록이 무로그 통째 skip(:109 조건에 else 없음 — process_started 까지 정상 발화), epoll_wait 오류 시 break 로 리액터 종료(:837-843) — HEARTBEAT 는 OK 라 L3 미검출. 기동 1회 판정 + 리액터 liveness. listener_unavailable 에서 재분류 — CMP worker_unavailable 와 클래스 통일. 참고: 전 연결이 _reactors[0] 등록(:589·:593·:789 — MsrpWorkerCount 사실상 무효)이라 판정 범위는 워커 0 단일로 충분"
,감지,알람,A-PRC-018,worker_unavailable,major,MED_SVR_01,CMDP,1,,worker/sweeper,스위퍼/로그라이터 스레드 정지 — 재전송·세션 회수·로그 소비 동시 정지(외부 무증상),,,,,후보(선행 필요),timeoutLoop 가 sweep 전 구간 _mutex 보유(:866) — 정지 시 이벤트 재전송과 세션 회수가 함께 멈추는데 HEARTBEAT/제어 응답은 정상. logWriterLoop(:1205-1226) 정지 시 큐 적체 무통보 drop. 각 루프 tick 카운터 + 타 스레드 정체 비교 신설. 제어 recvfrom 스레드는 detach 라 생존 확인 불가(:176-184) — 동일 훅
,감지,알람,A-PRC-018,worker_unavailable,minor,SUB_SVR_01,CSC,1,,worker/db_probe,DB health probe 스레드 사망 — COM-001 판정기 자체 실명,,,,,후보,"probe 스레드 is_alive() + 마지막 판정 시각 stale 감시(daemon 스레드라 프로세스는 정상 생존). CSC 스레드 4종(uvicorn×2/fm-reporter/db-probe/log-writer) 중 유일 무감시 축 — uvicorn 은 http 행·log-writer 는 service_log 행이 간접 커버, fm-reporter 는 자기보고 경로 자기장애로 비대상"
,감지,알람,A-PRC-018,worker_unavailable,major,MGMT_SVR_01,OAM,1,,sweeper,스위퍼 연속 실패 — 해당 판정 영구 정지,,,,,후보,10개 sweeper 의 except 가 log_error 후 다음 주기 재시도 — 연속 실패 카운터 없음. sweeper 별 연속 실패 임계 전이. 자기 스트림 기록 실패는 alerts/stream 행으로 분리
,감지,알람,A-PRC-018,worker_unavailable,major,MGMT_SVR_01,OAM,1,,provision,프로비저닝 엔진 초기화 실패 — /api/v1/provision 영구 비활성,,,,,후보,"초기화 실패 시 log_error 만(oam_app.py:771-778). 기동 1회 판정(sticky). descriptor/seed 병합 실패(:875-901 — 실패 시 신규 모듈이 HA/알람 평가 밖 영구 잔류, 주석 명시)도 동일 클래스 params 구분"
MRF,정의,알람,A-QOS-025,resource_exhausted,minor,,,,,slots/<gid>,발언 슬롯 상한 초과(멤버 수 > 슬롯) — 상향 SSRC 슬롯 충돌 지속,Talker slots exceeded on group {gid} ({members}/{slots}) — SSRC slot collision,수신 단말이 동시 송신자 구분 불가·녹취 트랙 오염,그룹 정원/슬롯 상한 조정 — 그룹마다 개별 발화,TS 24.380,,
,감지,알람,A-QOS-025,resource_exhausted,minor,MED_SVR_01,CMP,1,,slots/<gid>,floor_control=off 그룹 멤버 > 발언 슬롯 상한 — 상향 SSRC 슬롯 충돌 지속,,,,,후보,MCPTT_MAX_TALKER_SLOTS 초과 시 streamSlot 모듈로 랩어라운드(PMcpttGroup.cpp:117-127 — LOG_WARN 만) — 수신자가 두 송신자 구분 불가·녹취 트랙 오염. 그룹 단위 지속 조건
MRF,정의,알람,A-QOS-026,resource_exhausted,major,,,,,fds,접속 수용 실패 지속(fd 고갈 — EMFILE/ENFILE),MSRP accept failing: fd exhausted ({count} in {window}s),신규 미디어 접속 전면 불가(+hot spin CPU 포화 동반),fd 상한/누수 확인·프로세스 재기동,TS 23.282 / X.733,,
,감지,알람,A-QOS-026,resource_exhausted,major,MED_SVR_01,CMDP,1,,fds,MSRP accept 지속 실패(EMFILE/ENFILE fd 고갈) — 신규 접속 전면 불가 + hot spin,,,,,후보,"accept4 실패 LOG_WARN 후 return·카운터 없음(PCmdpServer.cpp:570-576), epoll ADD 실패 시 conn 폐기 continue(:593-597). 연결 수 1024 미만이어도 발생하는 별개 조건 — level-triggered 라 EMFILE 상태에서 리스너 재통지 hot spin(CPU 포화 동반). 창 내 실패 ≥N open / 성공 1건 close"
MRF,정의,이벤트,E-AUD-011,corrective_action,-,,,,,,event=session_reclaimed. 세션 강제 회수(운영자 모르게 미디어 절단되는 동작의 감사),Session {sid} force-reclaimed ({reason}),,,X.740,,
,감지,이벤트,E-AUD-011,cmp_session_reclaimed,-,SIG_SVR_01,CSP,1,CMP_01,,orphan 세션 CSP 판단 강제 회수(RemoveSession) 감사,,,,,후보,kind=audit. 회수 지점(CmpClient.cpp:1067-1090) — 운영자 모르게 미디어를 끊는 동작. 세션 불일치 알람의 params 병합도 가능
,감지,이벤트,E-AUD-011,session_reclaimed,-,MED_SVR_01,CMP,1,,,"누수 세션(sweeper) 강제 회수 감사(sid, reason=hold_timeout|orphan_no_rtp, held)",,,,,구현,"kind=audit. 세션 timeout sweeper 의 leak reclaim 시 FM_EVENT 발신(PCmpServer.cpp — RELAY_ABORTED emit 과 동일 지점, mo=<서버명>/cmp). 운영자 모르게 미디어가 절단되는 동작의 감사(E-AUD-011)"
MRF,정의,이벤트,E-AUD-012,config_changed,-,,,,,,event=resource_config_changed. 미디어 자원 구성 변경(endpoint/풀 증감),Media resource configuration changed ({detail}),,,X.740,,
,감지,이벤트,E-AUD-012,cmp_endpoint_added,-,SIG_SVR_01,CSP,1,CMP_01,,CMP endpoint 동적 등록(ring 노드 추가) — 미디어 용량 구성 변경,,,,,후보,kind=audit. 동적 등록 지점(CmpClient.cpp:432-441 — ring 노드 추가 + 총계 로그)
MRF,정의,이벤트,E-STC-010,availability_transition,-,,,,CSP,,event=csp_control_peer_changed. 제어 피어(CSP) 소스 변경 관측(재기동/절체),Control peer (CSP) changed: {old} -> {new},,,X.731,,
,감지,이벤트,E-STC-010,csp_control_peer_changed,-,MED_SVR_01,CMDP,1,CSP_01,,CSP 제어 피어 변경(재기동/절체 관측),,,,,후보,kind=stateChange. 제어 datagram 소스 학습·변경 지점 훅 기성(PCmdpServer.cpp:240-245) — 제어 무수신 행의 _lastCtrlRxAt 훅과 같은 지점에서 무료
CSC,정의,알람,A-PRC-025,listener_unavailable,critical,,,,,http/<port>,가입자/MCPTT API HTTP 접속점 불능(개설 실패·수신 스레드 사망 — 프로세스는 생존),CSC HTTP listener unavailable: {port} ({error}),IdMS/GMS/CMS/XCAP·프로비저닝 API 전면 불가,포트 점유/기동 로그 확인 — 접속점마다 개별 발화,TS 24.482/24.481(IdMS/GMS 상당),,
,감지,알람,A-PRC-025,listener_unavailable,critical,SUB_SVR_01,CSC,1,,http/<port>,HTTP 리스너(4421/4430) 사망 — 프로세스는 생존·기동 로그는 거짓 성공,,,,,후보,uvicorn bind 실패 시 서버 스레드만 죽고 start() 는 성공 반환(httpsrv/server.py:47-58 — _ready_event 가 serve await 전에 set. vendor uvicorn 은 bind OSError 시 sys.exit(1) — vendor/uvicorn/server.py:178-182 — SystemExit 로 스레드만 사망·메인은 이미 started 출력 후). 리스너별 개별 발화. start() 반환값화 + 스레드 생존 감시. 부수: 스레드 사망 시 _shutdown_event 미set(:45) → stop() 5s 블록
CSC,정의,알람,A-COM-018,delivery_failed,major,,,,CSP,notify/<target>,가입자/그룹 변경 통지(notify) 미도달 지속,Change-notify delivery to {target} failing ({count} consecutive),변경이 시그널링(CSP)에 미반영 — stale 운영(무성 장애),대상 도달성/포트 확인 — 대상마다 개별 발화,TS 24.229(HSS 상당 통지),,
,감지,알람,A-COM-018,delivery_failed,major,SUB_SVR_01,CSC,1,CSP_01,notify/<target>,CSP/PSP UDP notify 미도달 지속 — 가입자/그룹 변경이 시그널링에 미반영(무성 장애),,,,,후보,"_send_notify 가 target 별 도달 여부를 이미 bool 관측(mcptt.py:497-526, :601-626 — delivered/failed 분류까지 완료·소비는 로그 1줄) — 연속 실패 카운터 추가. close 확보는 10s STATS_REQUEST keepalive 신설 — CSP 는 무수정(CscInterface 가 이미 응답)이나 CSC 측 응답 소비/판정 경로 신설 필요(_send_notify:516-518 이 응답을 읽고 폐기). target(csp/psp)별 개별 발화"
CSC,정의,알람,A-PRC-026,storage_failure,major,,,,,idms_store,IdMS 토큰/코드 스토어 기록 실패,IdMS store writes failing ({path}: {error}),토큰 발급 외견 성공·refresh 전량 실패(로그인 반복 강제)·회수 실패 시 구 토큰 잔존(보안),스토어 볼륨/권한 확인,TS 24.482,,
,감지,알람,A-PRC-026,storage_failure,major,SUB_SVR_01,CSC,1,,idms_store,IdMS 스토어(auth_code/refresh_token) 쓰기 실패 — 토큰 발급은 200 인데 refresh 전량 실패,,,,,후보,"save_* 가 bool 반환 기성인데 호출부가 무시 — 4곳: idms_storage.py:39-48·:101-110 / mcptt.py:831·:1263 + revoke_refresh_token(:1381·:1409 — 회수 실패 시 rotated 구 토큰이 유효 상태로 잔존, 보안 축). 카운터만 추가"
CSC,정의,알람,A-QOS-027,resource_leak,minor,,,,,idms_store/entries,IdMS 토큰/코드 스토어 무한 증식(만료분 미회수),IdMS store growing unbounded ({entries} entries),디스크/조회 성능 점진 잠식,만료 엔트리 정리(GC) 실행·주기화,TS 24.482,,
,감지,알람,A-QOS-027,resource_leak,minor,SUB_SVR_01,CSC,1,,idms_store/entries,IdMS 토큰/코드 스토어 무한 증식 — GC 부재(엔트리 수 임계),,,,,후보,"cleanup_expired_codes/tokens 호출자 0건(idms_storage.py:80-94, :137-151 — 유일 호출처 cleanup CLI 는 ImportError(scripts/cleanup_idms.py:11)+runtime_root CWD 폴백으로 엉뚱한 디렉터리 청소 위험 :34-41 — 실행 불가/유해). refresh rotation 은 새 파일 생성+구 파일 revoked 재저장만(mcptt.py:1405-1409). 디렉터리 엔트리 수/만료·revoked 비율 주기 probe 임계 전이. load_all 전량 파싱(file_store.py:157-168)이라 방치 시 GC 자체 비대(자기악화)"
CSC,정의,알람,A-PRC-027,storage_failure,major,,,,,file_store,가입자/그룹 파일 스토어 기록 실패(그룹 JSON·FD 업로드),File store writes failing ({path}: {error}),그룹 정본 파일 미갱신(CSP fallback 오염)·FD 업로드 실패,스토어 볼륨/권한 확인,TS 24.481 / TS 23.282,,
,감지,알람,A-PRC-027,storage_failure,major,SUB_SVR_01,CSC,1,,file_store,가입자/그룹 파일 스토어 쓰기 실패(csp/Group JSON·MCData FD 업로드),,,,,후보,"save_group_to_file 로그만 + 호출부 무시·GROUP_DIR 미설정 silent return(mcptt.py:704-758), FD 업로드는 try 없음 → 요청당 500 뿐 — 무보호 3곳(mcdata_fd.py:105 makedirs·:107-108 write·:115-117 index) — cmdp fd_store 패턴 복제"
CSC,정의,이벤트,E-AUD-013,corrective_action,-,,,,CSP,,event=csp_resync_sent. 기동 시 CSP 전량 재동기 요청(CSC_RESTART) 발신,Full resync requested to CSP ({reason}),,,X.740,,
,감지,이벤트,E-AUD-013,csp_resync_sent,-,SUB_SVR_01,CSC,1,CSP_01,,CSC 기동 시 CSP 전량 재동기 요청(CSC_RESTART) 발신,,,,,후보,kind=audit. csc_app.py:296-301 — CSP 행 csc_resync_requested 와 쌍
관리,정의,알람,A-PRC-028,storage_failure,major~critical,,,,,store,공유 스토리지(NAS) 접근 실패(마운트 소실·쓰기 불가),Shared store access failing ({reason}),관리평면 정본 저장 불능 — HA 승격 부적격·배포/알람 보관 정지,마운트/NAS/권한 확인 — 노드(agent)와 OAM 양쪽에서 감지,X.733,,
,감지,알람,A-PRC-028,storage_failure,major,SIG_SVR_01,AGENT,1,,store,공유 store(NAS) 마운트/쓰기 불가 — HA 승격 부적격 유발,,,,,후보,"write probe 기성(_shared_store_ready :3460-3486 — not_mounted/not_writable, 5s 캐시, /proc/mounts 정확 일치 + write+fsync+unlink) — 결과가 verdict reason_codes 로 heartbeat reasons[:6] 에 이미 간접 도달(절단 주의). rule 은 reasons 파싱 또는 전용 필드 신설. 양 노드 동시 부적격 = VIP 공백인데 현재 무알람. MASTER 기동 게이트 실패(store 미준비로 reconcile 전 모듈 skip :3591-3600 — 'Active 가 서비스를 못 올리는 중')는 reason 구분으로 같은 행. OAM store_unavailable 와 클래스 통일(감지 주체만 다름)"
,감지,알람,A-PRC-028,storage_failure,critical,MGMT_SVR_01,OAM,1,,store,공유 스토리지(NAS) 런타임 접근 실패,,,,,후보(선행 필요),"기동 시 1회 검사뿐(_assert_runtime_mount, oam_app.py:95-166) — 런타임 소실은 리스 owner_record_missing 으로만 간접 발현. 주기 write probe 신설 선행. AGENT store 행과 클래스 통일(감지 주체만 다름). 로컬 폴백 기동(store_local_fallback)은 config/store 행"
관리,정의,알람,A-PRC-029,dependency_unavailable,critical,,,,,tooling,노드 필수 도구(cims-svc/cims-priv/cims-ha) 미발견·권한 미등록,Node tooling unavailable: {tool} ({detail}),모듈 기동/IP 조작/HA 제어 전면 불능,설치본/sudoers 등록 확인,X.733,,
,감지,알람,A-PRC-029,dependency_unavailable,critical,SIG_SVR_01,AGENT,1,,tooling,cims-svc/cims-priv/cims-ha 미발견 — 모듈 기동·IP 조작 전면 불능,,,,,후보,"경로 후보 탐색 실패 판정 기성(_resolve_cims_priv :1947-1968·_find_cims_svc :4046-4052, rc=127 규약) — print 만. heartbeat 필드 + rule. sudo 미등록 rc=0 graceful skip(조작 무시가 성공 보고)·stale HA guard 회수 실패(keepalived mask/policy-rc.d 잔재 = 호스트 전 패키지 자동기동 차단, rc 판정 기성 :2023-2038)·부팅 보증 실패(_ensure_nonlocal_bind/_ensure_unit_killmode :4966-5006 — VIP bind crash-loop/agent 재기동 시 모듈 동반 사망 유발) 를 reason 구분으로 포함"
관리,정의,알람,A-PRC-030,listener_unavailable,critical,,,,,http/<port>,관리 API(OAM/oam-svc) HTTP 접속점 불능(bind 실패·스레드 사망 — 백그라운드 스위퍼는 지속),OAM HTTP listener unavailable: {port} ({error}),콘솔/API 전면 502 — 알람 발화는 지속되나 가시화 불가,포트 점유/기동 로그 확인,X.733,,
,감지,알람,A-PRC-030,listener_unavailable,critical,MGMT_SVR_01,OAM,1,,http/<port>,OAM(4419)/oam-svc(4480) HTTP 리스너 사망 — API 전면 502·스위퍼는 계속 동작,,,,,후보,CSC 와 동일 결함 — _ready_event.set() 이 server task await 앞(httpsrv/server.py:47-64)이라 bind 실패 시 스레드만 죽고 start() 정상 반환. oam-svc 는 스위퍼 루프(oam_svc_app.py:334-343)가 계속 돌아 '알람은 나오는데 API 전면 502' 상태. start() 반환값화 + 스레드 생존 감시. 리스너별 개별 발화
관리,정의,알람,A-PRC-031,dependency_unavailable,warning,,,,,store/lock,공유 스토리지 잠금(flock) 미보장 — 소유권 펜싱 부재(상시 조건),Store lock (flock) not enforced on shared storage,이중 기동 시 정본 손상 위험 상시·리스 영구 read-only 수렴,스토리지 잠금 지원 확인(NFS 옵션)·대체 펜싱 적용,X.733,,
,감지,알람,A-PRC-031,dependency_unavailable,warning,MGMT_SVR_01,OAM,1,,store/lock,공유 store flock 미강제(NAS no-op) — 펜싱 부재로 손상 위험 상시·리스 영구 read-only 수렴,,,,,후보,"lease.py:97-114, :137-141 — flock 이 no-op 인 파일시스템에서 리스가 영구 read-only 로 수렴. redundancy_degraded(store/lease)에서 분리 — '손상 위험 상시'는 상실과 의미가 다른 상시 조건(sticky). 기동 1회 판정"
관리,정의,알람,A-PRC-032,storage_failure,major,,,,,alerts/stream,알람/이벤트 스트림 자기 기록 실패,Alert stream writes failing ({path}: {errno}),open 레코드 유실 — 콘솔/이력에 영구 미표시(관측 공백),스트림 볼륨/NAS 상태 확인,X.733,,
,감지,알람,A-PRC-032,storage_failure,major,MGMT_SVR_01,OAM,1,,alerts/stream,알람 스트림(alerts jsonl) 자기 기록 실패 — open 레코드 유실·콘솔 영구 미표시,,,,,후보,"transition 이 state 를 emit 전에 갱신(open/close/change 전부 — alarm_sweeper.py:137-143·:147·:155) + daily_jsonl.record 무보호(daily_jsonl.py:20-36) → ENOSPC/NAS 두절 시 open 레코드 유실(FM 경로는 ack 미발신+재전송 ""이미 열림"" 분기로 영구 유실). 분리 배포 시 base·oam-svc 동시 append 무보호(_write_lock 프로세스 로컬). 자기 스트림 불능이라 health 경로 병행 필요"
관리,정의,알람,A-PRC-033,state_out_of_sync,warning,,,,,alerts/restore,알람 open-state 복원 창 불일치(장기 지속 알람 재기동 시 중복 open),Alert open-state restore window mismatch ({window}d vs {drift}d),장기 알람의 재기동 후 중복 open·이력 왜곡,복원 창 정합·중복 정리,X.733,,
